voltage_v,voltage_kv,momentum_kg_m_s,wavelength_m,wavelength_pm,d1_maximum_bragg_order,d1_maximum_screen_order,d1_n1_bragg_ratio_q,d1_n1_phi_rad,d1_n1_phi_deg,d1_n1_photo_radius_m,d1_n1_photo_radius_mm,d1_n1_caliper_diameter_m,d1_n1_caliper_diameter_mm,d2_maximum_bragg_order,d2_maximum_screen_order,d2_n1_bragg_ratio_q,d2_n1_phi_rad,d2_n1_phi_deg,d2_n1_photo_radius_m,d2_n1_photo_radius_mm,d2_n1_caliper_diameter_m,d2_n1_caliper_diameter_mm
1100,1.1000000000000001,1.7918887192125403e-23,3.6978134182974704e-11,36.978134182974706,6,4,0.15031761862997844,0.30177906780445474,17.290666930587559,0.036892410682612731,36.892410682612734,0.038638515042691175,38.638515042691175,11,8,0.086803131884917145,0.17382502058752139,9.9594400534396215,0.022144809407353864,22.144809407353865,0.02248362795443596,22.48362795443596
1110,1.1100000000000001,1.8000152403561086e-23,3.6811189157982471e-11,36.811189157982469,6,4,0.1496389803170019,0.30040626375986479,17.212011052734066,0.036745338164120879,36.745338164120881,0.038468079111387991,38.468079111387993,11,8,0.086411242154888421,0.17303828499344828,9.9143634243065151,0.022048624952530561,22.04862495253056,0.02238288662890409,22.382886628904089
1120,1.1200000000000001,1.808105237254558e-23,3.6646485024627659e-11,36.646485024627658,6,4,0.14896945131962461,0.29905202650979679,17.134418973845765,0.036599983350434503,36.599983350434506,0.038299877244967945,38.299877244967945,11,8,0.086024612733867745,0.17226213600163112,9.869893362802058,0.021953681298573776,21.953681298573777,0.022283487339695606,22.283487339695608
1130,1.1299999999999999,1.8161591979946203e-23,3.6483972095157854e-11,36.483972095157853,6,4,0.14830882965511322,0.29771594125632744,17.057866927752308,0.036456313729446528,36.456313729446528,0.038133861095787279,38.133861095787282,11,8,0.085643126983938625,0.17149633829250557,9.8260163861083765,0.021859952034011015,21.859952034011016,0.022185400554446295,22.185400554446296
1140,1.1399999999999999,1.8241775998881149e-23,3.6323602210697063e-11,36.323602210697061,6,4,0.14765691955567911,0.29639760606094123,16.982331885073123,0.036314297621253724,36.314297621253722,0.037969983767314877,37.969983767314879,11,8,0.08526667185609639,0.17074066380500338,9.7827194272887894,0.021767411526577372,21.767411526577373,0.02208859764261777,22.088597642617771
1150,1.1499999999999999,1.8321609098020473e-23,3.6165328681288707e-11,36.165328681288706,6,4,0.14701353122475083,0.29509663133644098,16.907791524106063,0.036173904151987103,36.173904151987102,0.037808199758655632,37.808199758655633,11,8,0.084895137749503996,0.16999489145120586,9.7399898189386533,0.021676034893954275,21.676034893954274,0.02199305084039907,21.993050840399071
1160,1.1599999999999999,1.8401095844758177e-23,3.6009106228787638e-11,36.009106228787637,6,4,0.14637848060482778,0.29381263936318269,16.834224203109688,0.036035103228584754,36.035103228584752,0.037648464911641998,37.648464911641994,11,8,0.084528418377435757,0.1692588068445893,9.6978152776149784,0.021585797975837786,21.585797975837785,0.021898733217263416,21.898733217263416
1170,1.1699999999999999,1.8480240708261534e-23,3.5854890932442431e-11,35.85489093244243,6,4,0.14575158915627004,0.2925452638282689,16.761608933900991,0.035897865514470655,35.897865514470652,0.037490736360354472,37.490736360354475,11,8,0.084166410639536213,0.168532202041103,9.6561838890012801,0.021496677307265739,21.496677307265738,0.021805618644088545,21.805618644088547
1180,1.1799999999999999,1.8559048062403336e-23,3.5702640177019645e-11,35.702640177019646,6,4,0.14513268364642132,0.2912941493864255,16.6899253566955,0.035762162406105129,35.762162406105126,0.037334972482940515,37.334972482940515,11,8,0.083809014500046117,0.16781487529237116,9.6150840937671038,0.021408650093137454,21.408650093137453,0.021713681762755153,21.713681762755154
1190,1.1899999999999999,1.8637522188582555e-23,3.5552312603330746e-11,35.552312603330748,6,4,0.14452159594849895,0.29005895124136616,16.619153716121211,0.035627966010373352,35.627966010373349,0.037181132855609367,37.18113285560937,11,8,0.083456132871668406,0.16710663081035199,9.5745046740839772,0.021321694183863468,21.321694183863467,0.021622897957142992,21.622897957142992
1200,1.2,1.8715667278438599e-23,3.5403868061031252e-11,35.403868061031254,6,4,0.14391816284972053,0.28883933474652196,16.5492748383421,0.0354952491227793,35.495249122779299,0.037029178208687487,37.02917820868749,12,8,0.083107671504768194,0.16640727854283152,9.5344347407621495,0.021235788052086764,21.235788052086765,0.021533243325449355,21.533243325449355
1210,1.21,1.8793487436463926e-23,3.5257267563570005e-11,35.257267563570004,6,4,0.14332222586817073,0.2876349750240898,16.480270109231189,0.035363985206414643,35.36398520641464,0.036879070384626719,36.879070384626722,12,8,0.082763538881619719,0.16571663395916753,9.4948637209746334,0.02115091077042025,21.15091077042025,0.021444694653759339,21.444694653759338
1220,1.22,1.8870986682519745e-23,3.5112473245173505e-11,35.112473245173504,7,4,0.14273363107794107,0.28644555660141202,16.412121453536646,0.035234148371672193,35.234148371672191,0.036730772297863541,36.730772297863538,12,8,0.082423646115430751,0.16503451784573447,9.4557813465370515,0.021067041990148583,21.067041990148581,0.021357229390801445,21.357229390801447
1230,1.23,1.894816895425908e-23,3.4969448319757692e-11,34.969448319757689,7,4,0.14215222894210441,0.28527077306376303,16.344811314987911,0.035105713356675276,35.105713356675274,0.036584247896433435,36.584247896433432,12,8,0.082087906853891293,0.16436075611055506,9.4171776427138614,0.020984161920845398,20.984161920845398,0.021270825623826282,21.270825623826283
1240,1.24,1.9025038109461381e-23,3.4828157041665928e-11,34.828157041665925,7,4,0.14157787415311351,0.28411032672267722,16.278322637292295,0.034978655508395601,34.978655508395597,0.036439462125251128,36.439462125251126,12,8,0.081756237187009209,0.16369517959663479,9.3790429175231989,0.020902251310859966,20.902251310859967,0.021185462055549747,21.185462055549749
1250,1.25,1.9101597928282545e-23,3.4688564668138005e-11,34.688564668138007,7,5,0.14101042548023576,0.2829639282989998,16.212638845975128,0.034852950764432643,34.852950764432642,0.0362963808909713,36.296380890971299,12,8,0.081428555559009394,0.16303762390354487,9.3413677515143476,0.020821291428629762,20.821291428629763,0.021101117982105663,21.101117982105663
1260,1.26,1.917785211542414e-23,3.4550637423420642e-11,34.550637423420639,7,5,0.14044974562366114,0.28183129661989686,16.147743831019714,0.034728575635429401,34.728575635429401,0.036154971028350552,36.154971028350552,12,8,0.08110478268408601,0.1623879292168259,9.3041429879932753,0.020741264044778052,20.741264044778053,0.021017773271956006,21.017773271956006
1270,1.27,1.9253804302225267e-23,3.4414342464435399e-11,34.4143424644354,7,5,0.13989570107494062,0.28071215832910179,16.083621930265672,0.034605507188099668,34.605507188099665,0.036015200268035182,36.01520026803518,12,8,0.080784841465810789,0.161745940144811,9.2673597236733016,0.020662151414957919,20.662151414957918,0.02093540834570997,20.93540834570997
1280,1.28,1.9329458048680476e-23,3.4279647847924674e-11,34.279647847924672,7,5,0.13934816198343361,0.2796062476097218,16.020257913526923,0.034483723028843533,34.483723028843535,0.035877037205704142,35.877037205704141,12,8,0.08046865692001097,0.16111150556248946,9.2310092997291324,0.020583936263406183,20.583936263406184,0.02085400415680598,20.854004156805981
1290,1.29,1.940481684538683e-23,3.4146522499001256e-11,34.146522499001257,7,5,0.13880700202846039,0.27851330591896495,15.957636967392661,0.034363201287928295,34.363201287928298,0.035740451272500209,35.740451272500209,12,8,0.080156156100941914,0.16048447846205502,9.1950832932339139,0.020506601767172922,20.506601767172921,0.020773542173013356,20.773542173013357
1300,1.3,1.9479884115423241e-23,3.4014936181030946e-11,34.014936181030947,7,5,0.13827209829687376,0.27743308173418624,15.895744680676881,0.034243920604213135,34.243920604213137,0.035605412706686337,35.605412706686337,12,8,0.079847268030589072,0.15986471580980299,9.1595735089600385,0.02043013154099399,20.43013154099399,0.020694004358712822,20.694004358712821
1310,1.3100000000000001,1.9554663216164806e-23,3.3884859466782217e-11,33.884859466782217,7,5,0.13774333116578136,0.27636533030968835,15.83456703048407,0.03412586011039679,34.125860110396793,0.035471892526467874,35.471892526467876,12,8,0.079541923630944172,0.15925207840906011,9.1244719715256064,0.020354509622775879,20.354509622775879,0.020615373157917456,20.615373157917457
1320,1.3200000000000001,1.9629157441034981e-23,3.3756263710780186e-11,33.756263710780189,7,5,0.13722058419016334,0.27530981344374017,15.774090368860364,0.034008999418768122,34.00899941876812,0.035339862503924117,35.339862503924117,12,8,0.07924005565910841,0.1586464307688486,9.0897709178694281,0.020279720459663867,20.279720459663867,0.02053763147799776,20.53763147799776
1330,1.3300000000000001,1.970337002119813e-23,3.3629121022806023e-11,33.629121022806025,7,5,0.13670374399514643,0.27426629925531154,15.714301410001385,0.033893318607440458,33.893318607440456,0.035209295139996433,35.209295139996435,12,8,0.078941598645084557,0.15804764097800322,9.055462790038467,0.020205748894665976,20.205748894665977,0.020460762674076559,20.460762674076559
1340,1.3400000000000001,1.9777304127194872e-23,3.3503404242486175e-11,33.503404242486177,7,5,0.13619270017270801,0.2732345619700482,15.655187217989511,0.033778798207051187,33.778798207051189,0.035080163640482498,35.080163640482496,12,8,0.078646488832127173,0.15745558058447598,9.0215402282725012,0.020132580153806794,20.132580153806796,0.020384750534061528,20.384750534061528
1350,1.3500000000000001,1.9850962870522664e-23,3.3379086914918698e-11,33.379086914918702,7,5,0.13568734518259631,0.27221438171503831,15.596735195034864,0.033665419187909121,33.665419187909123,0.034952441892989322,34.95244189298932,12,9,0.078354664119527462,0.15687012447957693,8.9879960643716181,0.020060199833786509,20.060199833786509,0.020309579264284595,20.309579264284597
1360,1.3600000000000001,1.9924349305163757e-23,3.3256143267287194e-11,33.256143267287193,7,5,0.13518757425726499,0.27120554432194738,15.538933070195773,0.033553162947572476,33.553162947572474,0.034826104444800186,34.826104444800187,12,9,0.078066064007716415,0.15629115078691547,8.9548233153330106,0.019988593890121933,19.988593890121933,0.020235233475719532,20.235233475719532
1370,1.3700000000000001,1.9997466429062701e-23,3.3134548186415279e-11,33.13454818641528,7,5,0.13469328531063121,0.2702078411381203,15.481768888555715,0.033442011298841376,33.442011298841379,0.03470112648161286,34.70112648161286,12,9,0.077780629545575769,0.15571854075581701,8.9220151772442158,0.019917748625747422,19.917748625747421,0.020161698170750312,20.161698170750313
1380,1.3799999999999999,2.0070317185555384e-23,3.3014277197217317e-11,33.014277197217318,7,5,0.1342043788504769,0.26922106884527375,15.425231000835161,0.033331946458149138,33.33194645814914,0.034577483807109025,34.577483807109026,12,9,0.077498303279852854,0.15515217865900427,8.8895650194206652,0.019847650680054774,19.847650680054773,0.020088958730464433,20.088958730464434
1390,1.3899999999999999,2.0142904464751601e-23,3.2895306442003277e-11,32.895306442003275,7,5,0.13372075789432225,0.26824502928541916,15.369308053417686,0.033222951034337381,33.222951034337378,0.034455152823316668,34.455152823316666,12,9,0.077219029206580456,0.15459195169434239,8.857466378776115,0.019778287018352322,19.778287018352323,0.020017000902446805,20.017000902446807
1400,1.3999999999999999,2.0215231104872884e-23,3.2777612660598199e-11,32.777612660598201,7,5,0.13324232788861054,0.26727952929368004,15.313988978771119,0.033115008017800852,33.115008017800854,0.034334110511729465,34.334110511729463,12,9,0.076942752724408911,0.15403774989045912,8.8257129544150672,0.019709644921724383,19.709644921724383,0.019945810789051031,19.945810789051031
1410,1.4099999999999999,2.0287299893547446e-23,3.2661173171238425e-11,32.661173171238424,7,5,0.13276899663105049,0.26632438053768148,15.259262986245231,0.03300810076998769,33.008100769987692,0.034214334415148873,34.214334415148869,13,9,0.076669420589761561,0.15348946601606012,8.794298602436923,0.019641711977273307,19.641711977273307,0.01987537483612618,19.875374836126181
1420,1.4199999999999999,2.0359113569063865e-23,3.2545965852209124e-11,32.545965852209122,7,5,0.13230067419597202,0.26537939936320903,15.205119553228645,0.032902213013242344,32.902213013242346,0.034095802620216331,34.095802620216332,13,9,0.076398980873730329,0.15294699549276988,8.7632173309421386,0.019574476068727129,19.57447606872713,0.019805679822178276,19.805679822178277
1430,1.4299999999999999,2.0430674821585082e-23,3.243196912418934e-11,32.431969124189344,7,5,0.13183727286255828,0.26444440664585162,15.151548416648597,0.032797328820978425,32.797328820978422,0.033978493740605228,33.978493740605231,13,9,0.076131382920632248,0.15241023631133777,8.7324632952311827,0.019507925367396803,19.507925367396801,0.019736712847946914,19.736712847946915
1440,1.4399999999999999,2.0501986294324283e-23,3.2319161933272502e-11,32.319161933272504,7,5,0.13137870704582316,0.26351922764835278,15.098539564797768,0.032693432608168933,32.693432608168933,0.033862386900842853,33.86238690084285,13,9,0.075866577308151412,0.15187908895105601,8.7020307931875234,0.019442048323467763,19.442048323467763,0.0196684613263782,19.6684613263782
1450,1.45,2.0573050584684101e-23,3.22075237346321e-11,32.207523734632098,7,5,0.13092489323021178,0.26260369188341565,15.046083229473588,0.032590509122142626,32.590509122142628,0.033747461720735054,33.747461720735053,13,9,0.075604515808995534,0.15135345630224545,8.6719142608363953,0.019376833657611264,19.376833657611265,0.019600912972976434,19.600912972976435
1460,1.46,2.064387024536051e-23,3.2097034476803776e-11,32.097034476803778,7,5,0.1304757499057064,0.26169763298171494,14.99416987841588,0.032488543433675049,32.488543433675048,0.033633698300367013,33.633698300367016,13,9,0.075345151353999468,0.15083324359167227,8.6421082680714925,0.019312270352901822,19.312270352901823,0.019534055796517756,19.534055796517755
1470,1.47,2.0714447785412748e-23,3.198767458655655e-11,31.987674586556551,7,5,0.13003119750632741,0.26080088856488559,14.942790208029638,0.032387520928363653,32.387520928363649,0.033521077205655371,33.521077205655374,13,9,0.075088437996611621,0.15031835831076543,8.6126075145421215,0.019248347647027611,19.248347647027611,0.01946787809010974,19.467878090109739
1480,1.48,2.0784785671300565e-23,3.1879424954327121e-11,31.879424954327121,7,5,0.12959115835092325,0.25991330012326574,14.891935136380226,0.032287427298276411,32.287427298276413,0.033409579454427567,33.409579454427565,13,9,0.074834330878702157,0.1498087101465107,8.5834068256937357,0.019185055024781288,19.185055024781288,0.019402368422581844,19.402368422581844
1490,1.49,2.0854886327889956e-23,3.177226692019284e-11,31.772266920192841,7,5,0.12915555658614974,0.25903471289818719,14.841595796449115,0.032188248533864268,32.188248533864268,0.033299186503006235,33.299186503006233,13,9,0.074582786197635767,0.14930421091490556,8.5545011489551683,0.019122382210819546,19.122382210819545,0.019337515630192374,19.337515630192375
